@relation pizzarequests

@attribute PostEdited {0,1}
@attribute NumberOfUpVotes numeric
@attribute NumberofDownVotes numeric
@attribute CommentsOnRequest numeric
@attribute CommentsOnRetrieval numeric
@attribute WordScore numeric
@attribute TitleScore numeric
@attribute class {0,1}

@data
"0","31.0","8.0","270.0","461.0","2521","1355","1"
"1","6.0","1.0","0.0","15.0","54225","590","1"
"0","7.0","6.0","27.0","33.0","3842","1081","1"
"0","42.0","13.0","620.0","669.0","18445","610","1"
"0","13.0","7.0","3.0","12.0","1309","808","1"
"0","10.0","2.0","0.0","995.0","21498","119","1"
"0","6.0","4.0","15.0","59.0","13568","903","1"
"0","11.0","3.0","0.0","2.0","19921","519","1"
"1","5.0","3.0","0.0","602.0","17133","1402","1"
"1","8.0","1.0","202.0","880.0","18115","1426","1"
"0","4.0","2.0","10.0","19.0","23411","918","1"
"0","2.0","1.0","4.0","355.0","9130","1498","1"
"0","1.0","0.0","0.0","1000.0","21462","548","1"
"0","8.0","2.0","39.0","41.0","11552","616","1"
"0","3.0","3.0","0.0","1000.0","18562","255","1"
"0","9.0","0.0","15.0","68.0","12237","1549","1"
"1","2.0","2.0","95.0","488.0","28794","299","1"
"1","2.0","1.0","0.0","1.0","11272","1729","1"
"0","14.0","3.0","3.0","190.0","18763","1388","1"
"0","8.0","3.0","5.0","7.0","22425","1352","1"
"1","8.0","1.0","0.0","1000.0","32942","642","1"
"0","0.0","0.0","0.0","4.0","16859","857","1"
"0","22.0","9.0","12.0","222.0","15874","1205","1"
"0","1.0","0.0","58.0","166.0","21262","786","1"
"0","1.0","0.0","72.0","172.0","13762","1395","1"
"0","2.0","0.0","0.0","1000.0","37168","98","1"
"0","6.0","3.0","458.0","465.0","5465","30","1"
"0","5.0","3.0","33.0","39.0","14833","42","1"
"0","12.0","1.0","321.0","884.0","13834","1063","1"
"1","3.0","0.0","732.0","977.0","23545","1052","1"
"1","5.0","0.0","74.0","204.0","41117","1525","1"
"0","1.0","0.0","0.0","1000.0","10552","317","1"
"0","6.0","3.0","59.0","105.0","14336","695","1"
"0","2.0","1.0","190.0","996.0","8063","1324","1"
"0","3.0","0.0","0.0","1000.0","23971","907","1"
"0","10.0","6.0","1.0","2.0","11482","2775","1"
"1","2.0","0.0","0.0","988.0","35433","1038","1"
"0","2.0","0.0","25.0","64.0","8768","217","1"
"1","3.0","2.0","0.0","7.0","26097","966","1"
"0","10.0","5.0","13.0","67.0","32838","599","1"
"0","5.0","2.0","20.0","29.0","3656","957","1"
"0","36.0","5.0","19.0","32.0","31396","1329","1"
"0","7.0","0.0","3.0","7.0","30580","811","1"
"0","5.0","2.0","0.0","1.0","24013","1173","1"
"0","5.0","2.0","0.0","1000.0","39572","791","1"
"0","2.0","1.0","0.0","5.0","16838","213","1"
"0","9.0","4.0","96.0","132.0","14536","1331","1"
"1","12.0","2.0","718.0","996.0","17000","16","1"
"0","4.0","2.0","155.0","374.0","9688","679","1"
"1","8.0","5.0","139.0","388.0","28889","321","1"
"0","6.0","1.0","0.0","1000.0","18186","1074","1"
"0","10.0","1.0","18.0","24.0","23323","719","1"
"0","7.0","3.0","0.0","1000.0","12421","823","1"
"0","5.0","2.0","191.0","271.0","8890","164","1"
"0","2.0","2.0","31.0","31.0","14230","1677","1"
"1","7.0","3.0","204.0","331.0","39207","410","1"
"0","2.0","2.0","60.0","120.0","8976","1261","1"
"1","4.0","1.0","0.0","1000.0","12549","84","1"
"0","3.0","2.0","205.0","276.0","13297","380","1"
"0","11.0","5.0","0.0","1.0","43887","2475","1"
"0","13.0","0.0","374.0","882.0","18573","462","1"
"0","2.0","0.0","345.0","383.0","4318","817","1"
"0","10.0","5.0","1.0","1.0","22325","1186","1"
"1","4.0","2.0","368.0","570.0","23638","890","1"
"1","4.0","1.0","310.0","486.0","12535","253","1"
"1","18.0","1.0","180.0","266.0","32317","1452","1"
"0","4.0","3.0","44.0","153.0","26380","2626","1"
"0","10.0","3.0","215.0","340.0","10427","638","1"
"0","4.0","2.0","0.0","2.0","17072","1005","1"
"0","1.0","1.0","88.0","301.0","32990","1699","1"
"0","4.0","2.0","290.0","349.0","35064","774","1"
"1","4.0","1.0","0.0","999.0","10877","460","1"
"0","5.0","3.0","358.0","1000.0","7228","844","1"
"0","2.0","0.0","0.0","5.0","22831","486","1"
"0","4.0","0.0","38.0","47.0","13089","1914","1"
"0","3.0","1.0","22.0","45.0","11327","971","1"
"0","5.0","1.0","49.0","202.0","28623","1080","1"
"0","3.0","1.0","10.0","499.0","2854","1552","1"
"0","44.0","4.0","137.0","867.0","16113","706","1"
"0","3.0","1.0","12.0","17.0","16540","309","1"
"0","49.0","12.0","6.0","151.0","12260","269","1"
"0","8.0","6.0","451.0","523.0","22249","171","1"
"0","9.0","4.0","160.0","218.0","2854","1562","1"
"0","4.0","0.0","0.0","0.0","39900","523","1"
"0","1.0","0.0","0.0","1000.0","2550","1245","1"
"0","4.0","2.0","63.0","168.0","14822","935","1"
"0","9.0","4.0","1.0","27.0","8772","311","1"
"0","2.0","0.0","590.0","622.0","16945","698","1"
"0","7.0","4.0","151.0","259.0","55633","285","1"
"0","45.0","35.0","0.0","13.0","14034","233","1"
"0","2.0","0.0","0.0","2.0","17561","659","1"
"0","2.0","2.0","11.0","82.0","21644","744","1"
"0","1.0","1.0","46.0","54.0","33247","812","1"
"0","15.0","1.0","0.0","1000.0","35973","101","1"
"0","22.0","1.0","13.0","28.0","23109","148","1"
"0","4.0","0.0","179.0","201.0","14016","415","1"
"0","1.0","0.0","27.0","227.0","4673","1274","1"
"0","2.0","0.0","154.0","436.0","7230","1127","1"
"0","2.0","0.0","121.0","278.0","19848","201","1"
"0","9.0","1.0","0.0","3.0","29855","256","1"
"0","11.0","3.0","299.0","794.0","31352","477","1"
"0","6.0","4.0","3.0","28.0","21484","1023","1"
"1","11.0","3.0","0.0","1000.0","23698","1494","1"
"0","10.0","2.0","602.0","996.0","22886","731","1"
"0","6.0","3.0","460.0","496.0","3582","1837","1"
"0","10.0","4.0","981.0","999.0","3686","1753","1"
"1","5.0","2.0","6.0","35.0","24402","1141","1"
"0","4.0","0.0","11.0","19.0","9992","1107","1"
"0","7.0","2.0","1.0","3.0","23481","581","1"
"0","26.0","4.0","904.0","1000.0","42252","361","1"
"0","34.0","13.0","970.0","973.0","19944","1507","1"
"0","4.0","2.0","0.0","1000.0","14816","243","1"
"0","12.0","1.0","0.0","1.0","7432","293","1"
"0","3.0","0.0","190.0","206.0","21600","163","1"
"0","4.0","2.0","45.0","54.0","11757","185","1"
"0","20.0","5.0","0.0","1000.0","8783","346","1"
"0","4.0","1.0","253.0","285.0","4580","639","1"
"1","6.0","2.0","30.0","44.0","12005","665","1"
"0","2.0","1.0","6.0","276.0","23644","180","1"
"0","28.0","5.0","0.0","998.0","2563","1836","1"
"0","9.0","6.0","0.0","0.0","16432","741","1"
"0","72.0","16.0","61.0","92.0","7943","761","1"
"0","4.0","3.0","1.0","3.0","16070","850","1"
"0","9.0","2.0","95.0","135.0","18338","1239","1"
"0","4.0","3.0","0.0","1000.0","20154","1984","1"
"1","10.0","5.0","0.0","6.0","27621","629","1"
"0","4.0","0.0","752.0","1000.0","17644","1440","1"
"0","15.0","15.0","0.0","991.0","8648","207","1"
"0","1.0","0.0","0.0","3.0","22834","963","1"
"0","4.0","2.0","0.0","1000.0","11659","18","1"
"0","4.0","3.0","6.0","514.0","7019","1122","1"
"0","4.0","4.0","53.0","262.0","1598","380","1"
"0","5.0","0.0","48.0","54.0","12749","1305","1"
"0","5.0","2.0","2.0","9.0","30713","312","1"
"0","3.0","2.0","302.0","440.0","12652","535","1"
"0","17.0","7.0","9.0","26.0","24357","1522","1"
"0","9.0","1.0","35.0","101.0","11924","152","1"
"0","4.0","2.0","0.0","1000.0","13243","495","1"
"1","9.0","1.0","0.0","10.0","15382","790","1"
"1","17.0","7.0","0.0","0.0","2527","382","1"
"0","3.0","2.0","104.0","111.0","12888","650","1"
"0","3.0","2.0","10.0","17.0","12460","1687","1"
"1","9.0","1.0","193.0","463.0","16288","807","1"
"0","7.0","1.0","0.0","113.0","20468","48","1"
"0","6.0","1.0","99.0","422.0","10311","596","1"
"0","3.0","1.0","122.0","142.0","15949","332","1"
"0","21.0","3.0","64.0","73.0","20915","1402","1"
"0","6.0","1.0","0.0","4.0","9222","686","1"
"0","1.0","2.0","81.0","126.0","11299","711","1"
"0","4.0","1.0","0.0","7.0","22760","722","1"
"0","32.0","8.0","410.0","998.0","27570","251","1"
"0","3.0","0.0","0.0","1000.0","15492","601","1"
"1","6.0","2.0","0.0","3.0","32646","28","1"
"0","11.0","7.0","0.0","982.0","23144","654","1"
"0","4.0","2.0","159.0","998.0","38120","377","1"
"0","29.0","11.0","0.0","11.0","15835","775","1"
"0","6.0","1.0","47.0","166.0","1913","753","1"
"1","1.0","0.0","320.0","1000.0","11676","485","1"
"0","12.0","4.0","27.0","581.0","10457","1541","1"
"1","12.0","1.0","141.0","484.0","13009","1716","1"
"0","3.0","1.0","73.0","81.0","14824","224","1"
"0","4.0","3.0","106.0","132.0","7273","1738","1"
"0","1.0","0.0","11.0","196.0","18577","1174","1"
"0","6.0","0.0","37.0","212.0","6519","1113","1"
"0","7.0","1.0","2.0","5.0","21152","1133","1"
"0","14.0","3.0","229.0","976.0","11174","896","1"
"0","8.0","1.0","0.0","1000.0","11579","1222","1"
"1","2.0","0.0","260.0","945.0","20070","328","1"
"0","2.0","0.0","71.0","145.0","34886","1830","1"
"0","6.0","2.0","11.0","220.0","14577","673","1"
"0","4.0","3.0","0.0","16.0","7219","630","1"
"0","2.0","0.0","0.0","0.0","6221","416","1"
"0","7.0","3.0","0.0","1.0","25652","764","1"
"0","13.0","3.0","0.0","2.0","28189","1099","1"
"0","5.0","2.0","319.0","365.0","14674","1822","1"
"0","2.0","1.0","199.0","270.0","30034","437","1"
"0","16.0","4.0","11.0","64.0","6992","593","1"
"0","24.0","13.0","1.0","15.0","11219","780","1"
"1","10.0","1.0","25.0","29.0","13586","874","1"
"0","6.0","1.0","50.0","86.0","6344","1600","1"
"0","3.0","1.0","1.0","6.0","26757","163","1"
"0","14.0","1.0","49.0","951.0","20052","370","1"
"0","2.0","2.0","0.0","2.0","18008","299","1"
"0","10.0","6.0","93.0","103.0","10157","1619","1"
"0","2.0","1.0","0.0","2.0","59164","260","1"
"0","2.0","1.0","753.0","762.0","7900","1373","1"
"0","5.0","3.0","115.0","239.0","641","583","1"
"0","2.0","0.0","6.0","65.0","13441","805","1"
"0","3.0","2.0","104.0","401.0","13479","1032","1"
"0","6.0","1.0","118.0","172.0","4470","2773","1"
"0","10.0","2.0","95.0","135.0","7828","960","1"
"0","12.0","2.0","508.0","989.0","24725","38","1"
"0","4.0","1.0","8.0","110.0","21786","276","1"
"0","18.0","2.0","4.0","7.0","19595","671","1"
"1","11.0","4.0","79.0","400.0","16903","578","1"
"0","3.0","0.0","14.0","50.0","24977","696","1"
"1","6.0","3.0","0.0","1000.0","23064","1091","1"
"0","10.0","2.0","0.0","776.0","54139","197","1"
"0","3.0","1.0","178.0","190.0","21091","401","1"
"0","9.0","3.0","11.0","12.0","29317","439","1"
"0","2.0","2.0","297.0","483.0","6335","463","1"
"0","14.0","4.0","56.0","165.0","17760","616","1"
"0","105.0","17.0","653.0","949.0","6230","1320","1"
"1","4.0","1.0","0.0","4.0","28135","1748","1"
"0","3.0","0.0","16.0","38.0","6612","448","1"
"0","6.0","2.0","90.0","147.0","7840","466","1"
"0","8.0","4.0","0.0","3.0","13821","1434","1"
"0","1.0","1.0","240.0","576.0","10303","721","1"
"0","9.0","7.0","10.0","108.0","11928","1073","1"
"1","4.0","3.0","3.0","3.0","18477","84","1"
"0","11.0","1.0","71.0","114.0","13517","1350","1"
"0","5.0","1.0","760.0","999.0","22544","692","1"
"0","2.0","1.0","0.0","2.0","10428","32","1"
"1","7.0","1.0","36.0","775.0","22732","1706","1"
"0","5.0","3.0","735.0","1000.0","24989","860","1"
"0","2.0","0.0","32.0","94.0","15339","850","1"
"0","6.0","0.0","113.0","242.0","38025","1086","1"
"1","6.0","0.0","24.0","139.0","9611","402","1"
"1","12.0","5.0","518.0","995.0","39466","383","1"
"0","3.0","1.0","0.0","1000.0","21068","1237","1"
"0","5.0","4.0","94.0","94.0","17510","134","1"
"0","3.0","1.0","49.0","124.0","5813","238","1"
"0","4.0","2.0","0.0","2.0","22139","695","1"
"0","2.0","1.0","5.0","11.0","17243","962","1"
"1","3.0","2.0","152.0","571.0","12104","830","1"
"0","6.0","2.0","246.0","593.0","21872","1471","1"
"0","4.0","1.0","3.0","4.0","2634","561","1"
"0","2.0","1.0","120.0","284.0","9510","926","1"
"0","8.0","1.0","121.0","309.0","11606","97","1"
"0","7.0","1.0","233.0","570.0","14550","7","1"
"0","1.0","3.0","140.0","723.0","38443","1850","1"
"0","5.0","0.0","0.0","1000.0","8502","406","1"
"0","12.0","7.0","945.0","1000.0","21089","1482","1"
"0","4.0","0.0","216.0","465.0","9742","1327","1"
"0","2.0","1.0","396.0","872.0","9701","1","1"
"0","2.0","1.0","38.0","70.0","20599","271","1"
"0","13.0","2.0","168.0","360.0","12943","925","1"
"1","4.0","1.0","19.0","265.0","21406","0","1"
"0","5.0","0.0","40.0","330.0","23901","1031","1"
"0","11.0","2.0","148.0","157.0","6765","892","1"
"0","3.0","0.0","95.0","117.0","15169","435","1"
"0","15.0","4.0","1.0","993.0","35271","137","1"
"0","10.0","5.0","24.0","487.0","22117","771","1"
"0","6.0","2.0","103.0","220.0","16412","401","1"
"0","2.0","1.0","24.0","24.0","4912","1516","1"
"1","19.0","3.0","0.0","10.0","21641","901","1"
"0","3.0","2.0","102.0","559.0","7269","1402","1"
"0","1.0","1.0","48.0","98.0","9987","1297","1"
"0","5.0","0.0","223.0","456.0","3994","904","1"
"0","6.0","5.0","1.0","4.0","8172","668","1"
"1","17.0","2.0","25.0","30.0","23195","241","1"
"0","9.0","0.0","37.0","79.0","30270","426","1"
"0","2.0","2.0","24.0","33.0","5639","462","1"
"0","4.0","0.0","205.0","259.0","20572","381","1"
"0","5.0","2.0","309.0","1000.0","25338","490","1"
"0","5.0","0.0","155.0","192.0","15510","484","1"
"0","8.0","5.0","35.0","49.0","20015","1327","1"
"0","7.0","1.0","212.0","358.0","16151","257","1"
"1","6.0","6.0","0.0","8.0","45646","74","1"
"0","13.0","2.0","87.0","97.0","21018","360","1"
"0","3.0","2.0","122.0","189.0","14665","99","1"
"0","3.0","2.0","86.0","151.0","11685","441","1"
"0","6.0","2.0","0.0","997.0","50195","178","1"
"0","6.0","0.0","200.0","322.0","13736","340","1"
"0","8.0","3.0","0.0","8.0","18380","1831","1"
"1","4.0","2.0","0.0","5.0","27562","1073","1"
"0","18.0","11.0","91.0","105.0","5245","845","1"
"0","16.0","7.0","37.0","43.0","18652","1921","1"
"0","11.0","10.0","17.0","43.0","14079","51","1"
"0","5.0","4.0","93.0","997.0","14075","1315","1"
"0","2.0","1.0","0.0","32.0","7499","2","1"
"0","20.0","7.0","86.0","999.0","6003","576","1"
"1","33.0","4.0","0.0","998.0","42152","825","1"
"0","19.0","4.0","30.0","49.0","9591","1008","1"
"1","2.0","1.0","742.0","964.0","12325","992","1"
"0","3.0","3.0","106.0","145.0","10184","752","1"
"0","5.0","0.0","98.0","132.0","21630","1206","1"
"0","2.0","1.0","290.0","382.0","8186","1363","1"
"0","9.0","1.0","35.0","176.0","24069","479","1"
"0","3.0","2.0","153.0","274.0","2265","254","1"
"0","4.0","1.0","146.0","179.0","12663","683","1"
"1","5.0","2.0","0.0","976.0","25982","0","1"
"0","2.0","1.0","131.0","452.0","24150","2526","1"
"1","6.0","0.0","2.0","11.0","18431","292","1"
"0","11.0","6.0","0.0","2.0","29207","138","1"
"0","8.0","2.0","199.0","411.0","38970","985","1"
"0","5.0","4.0","0.0","6.0","18710","126","1"
"0","3.0","1.0","19.0","236.0","7794","157","1"
"0","6.0","3.0","3.0","79.0","134","1690","1"
"0","34.0","18.0","514.0","810.0","1166","859","1"
"0","31.0","10.0","1.0","1.0","5585","3395","1"
"0","8.0","6.0","0.0","18.0","23031","967","1"
"0","6.0","2.0","29.0","185.0","12239","990","1"
"0","15.0","5.0","41.0","212.0","2905","1651","1"
"1","16.0","3.0","290.0","698.0","7464","494","1"
"0","2.0","0.0","10.0","23.0","21103","283","1"
"0","9.0","9.0","360.0","1000.0","4288","1089","1"
"0","5.0","2.0","0.0","10.0","14513","760","1"
"0","4.0","3.0","63.0","68.0","6619","578","1"
"1","4.0","1.0","1.0","5.0","46257","854","1"
"0","33.0","19.0","139.0","153.0","15604","855","1"
"0","9.0","4.0","845.0","941.0","14670","1038","1"
"0","2.0","1.0","48.0","108.0","13393","498","1"
"0","6.0","5.0","0.0","2.0","12820","960","1"
"0","2.0","0.0","0.0","0.0","36371","77","1"
"0","3.0","2.0","46.0","153.0","13720","1180","1"
"0","27.0","5.0","12.0","967.0","36382","577","1"
"0","5.0","3.0","6.0","25.0","12305","1046","1"
"0","18.0","3.0","47.0","90.0","21872","671","1"
"1","3.0","2.0","541.0","845.0","13474","20","1"
"1","4.0","1.0","103.0","417.0","65971","1143","1"
"0","16.0","2.0","30.0","37.0","1397","1405","1"
"0","4.0","3.0","2.0","10.0","2052","223","1"
"0","7.0","2.0","2.0","9.0","31933","147","1"
"0","5.0","4.0","100.0","145.0","31339","418","1"
"0","1.0","1.0","0.0","11.0","19744","690","1"
"0","6.0","2.0","45.0","55.0","10352","1120","1"
"0","2.0","1.0","3.0","9.0","31755","1116","1"
"0","4.0","1.0","299.0","1000.0","4106","824","1"
"1","13.0","5.0","83.0","425.0","45597","2022","1"
"1","6.0","1.0","115.0","227.0","14196","357","1"
"0","7.0","0.0","244.0","667.0","26066","1176","1"
"0","5.0","1.0","480.0","510.0","19675","1191","1"
"0","7.0","6.0","617.0","972.0","20789","874","1"
"0","4.0","2.0","9.0","12.0","9413","683","1"
"0","6.0","1.0","0.0","1000.0","8303","1441","1"
"0","5.0","3.0","159.0","257.0","6882","354","1"
"0","7.0","2.0","0.0","3.0","16316","576","1"
"0","2.0","1.0","28.0","45.0","21995","1549","1"
"0","2.0","1.0","127.0","1000.0","26571","37","1"
"0","2.0","1.0","20.0","22.0","15665","831","1"
"0","6.0","2.0","0.0","1.0","22393","1129","1"
"0","2.0","1.0","736.0","987.0","23326","1808","1"
"1","2.0","1.0","0.0","2.0","4422","16","1"
"0","5.0","3.0","157.0","166.0","8768","333","1"
"0","6.0","2.0","0.0","1000.0","27984","1290","1"
"1","5.0","1.0","552.0","864.0","27904","48","1"
"0","1.0","1.0","1.0","37.0","9681","968","1"
"0","2.0","3.0","12.0","204.0","8615","619","1"
"0","3.0","1.0","21.0","37.0","7028","519","1"
"0","3.0","2.0","37.0","46.0","14072","838","1"
"0","5.0","4.0","0.0","14.0","36635","717","1"
"1","15.0","6.0","0.0","1000.0","29040","632","1"
"1","4.0","3.0","849.0","992.0","23520","26","1"
"1","3.0","1.0","1.0","5.0","20162","6","1"
"0","3.0","1.0","478.0","756.0","26028","55","1"
"1","6.0","2.0","3.0","8.0","17336","1394","1"
"0","64.0","17.0","1.0","24.0","7131","38","1"
"0","30.0","5.0","35.0","39.0","9303","880","1"
"0","4.0","2.0","374.0","547.0","44772","300","1"
"0","11.0","3.0","0.0","1000.0","28233","0","1"
"1","4.0","1.0","0.0","1000.0","18020","2709","1"
"0","5.0","4.0","64.0","718.0","14967","599","1"
"0","5.0","4.0","419.0","857.0","16384","196","1"
"0","12.0","5.0","9.0","14.0","20797","466","1"
"0","40.0","9.0","529.0","626.0","5559","453","1"
"0","2.0","0.0","368.0","691.0","13064","425","1"
"0","4.0","2.0","0.0","997.0","19485","1063","1"
"0","4.0","2.0","0.0","999.0","13844","789","1"
"0","9.0","6.0","644.0","962.0","15342","1596","1"
"1","3.0","1.0","600.0","997.0","22258","1363","1"
"1","5.0","0.0","123.0","357.0","7709","439","1"
"0","23.0","7.0","61.0","141.0","23362","232","1"
"0","3.0","1.0","0.0","2.0","4686","1567","1"
"0","2.0","1.0","384.0","449.0","12615","675","1"
"0","8.0","2.0","0.0","1000.0","22759","193","1"
"0","3.0","2.0","17.0","36.0","26615","221","1"
"0","5.0","2.0","363.0","385.0","20477","1072","1"
"0","2.0","0.0","295.0","731.0","10554","281","1"
"0","9.0","2.0","7.0","10.0","7272","185","1"
"0","13.0","2.0","39.0","461.0","24931","203","1"
"0","2.0","1.0","0.0","0.0","23646","880","1"
"0","1.0","0.0","202.0","542.0","4718","722","1"
"1","3.0","0.0","27.0","42.0","26670","458","1"
"0","8.0","5.0","0.0","1.0","20581","921","1"
"0","13.0","4.0","621.0","971.0","14267","117","1"
"0","18.0","5.0","0.0","956.0","14255","163","1"
"0","2.0","2.0","0.0","5.0","8290","176","1"
"0","2.0","0.0","9.0","14.0","8094","1819","1"
"0","16.0","2.0","42.0","50.0","9678","517","1"
"0","6.0","3.0","464.0","585.0","34870","1522","1"
"0","2.0","0.0","399.0","999.0","15381","1717","1"
"0","3.0","3.0","46.0","155.0","13647","290","1"
"1","3.0","0.0","154.0","280.0","23182","629","1"
"0","5.0","2.0","3.0","173.0","20699","867","1"
"0","3.0","1.0","0.0","1.0","18720","333","1"
"0","25.0","8.0","53.0","55.0","9200","3890","1"
"0","5.0","1.0","20.0","423.0","18665","18","1"
"0","6.0","0.0","6.0","23.0","10299","1047","1"
"0","2.0","4.0","0.0","3.0","24670","113","1"
"0","5.0","1.0","26.0","71.0","25374","1254","1"
"0","1.0","1.0","101.0","131.0","5041","639","1"
"1","8.0","5.0","0.0","5.0","15049","1328","1"
"0","1.0","0.0","399.0","452.0","18151","871","1"
"0","8.0","10.0","636.0","779.0","12432","475","1"
"1","7.0","0.0","0.0","987.0","9693","1969","1"
"0","9.0","2.0","907.0","996.0","16037","439","1"
"0","10.0","2.0","912.0","999.0","17917","1775","1"
"0","4.0","3.0","0.0","1.0","29869","135","1"
"0","1.0","0.0","12.0","72.0","9587","293","1"
"0","6.0","2.0","0.0","7.0","37045","1640","1"
"0","7.0","3.0","3.0","7.0","53058","810","1"
"0","5.0","0.0","0.0","4.0","13242","1813","1"
"0","4.0","1.0","396.0","525.0","22393","312","1"
"0","4.0","3.0","195.0","231.0","4988","500","1"
"0","13.0","3.0","22.0","77.0","15994","786","1"
"0","5.0","2.0","0.0","3.0","35358","624","1"
"0","18.0","4.0","0.0","1000.0","15444","129","1"
"0","14.0","3.0","0.0","10.0","17164","709","1"
"0","14.0","4.0","13.0","16.0","3851","1614","1"
"0","4.0","3.0","9.0","11.0","7247","2388","1"
"1","18.0","6.0","81.0","210.0","17471","483","1"
"0","13.0","5.0","475.0","1000.0","16768","1085","1"
"0","2.0","4.0","85.0","222.0","21770","69","1"
"0","15.0","0.0","61.0","81.0","6524","1017","1"
"0","14.0","4.0","533.0","565.0","25624","1673","1"
"0","3.0","1.0","41.0","41.0","13422","1442","1"
"1","5.0","3.0","0.0","8.0","8784","2562","1"
"0","7.0","3.0","0.0","11.0","13164","1750","1"
"0","2.0","1.0","58.0","592.0","20188","368","1"
"0","3.0","0.0","485.0","567.0","24675","906","1"
"0","4.0","5.0","0.0","4.0","15960","469","1"
"0","2.0","2.0","414.0","450.0","7879","1923","1"
"0","10.0","1.0","62.0","855.0","35513","1257","1"
"0","3.0","0.0","234.0","660.0","5034","773","1"
"1","1.0","0.0","23.0","167.0","26326","1315","1"
"1","8.0","1.0","0.0","999.0","25490","187","1"
"0","5.0","1.0","123.0","191.0","47352","14","1"
"0","1.0","4.0","102.0","118.0","5880","1468","1"
"0","4.0","2.0","51.0","521.0","6607","48","1"
"0","2.0","1.0","359.0","912.0","3231","822","1"
"0","3.0","2.0","123.0","213.0","11424","407","1"
"1","4.0","0.0","234.0","998.0","5191","860","1"
"0","3.0","2.0","58.0","502.0","15315","443","1"
"0","29.0","5.0","54.0","351.0","959","1401","1"
"1","2.0","1.0","247.0","994.0","22940","971","1"
"0","4.0","3.0","856.0","997.0","4968","2026","1"
"0","3.0","0.0","34.0","65.0","7048","374","1"
"0","1.0","2.0","93.0","142.0","5748","1269","1"
"0","5.0","2.0","50.0","61.0","6991","1381","1"
"0","11.0","6.0","0.0","2.0","10481","1476","1"
"1","4.0","1.0","0.0","964.0","12719","671","1"
"0","17.0","2.0","199.0","308.0","4740","512","1"
"0","1.0","0.0","4.0","5.0","8215","620","1"
"0","7.0","4.0","14.0","52.0","9585","549","1"
"0","6.0","1.0","46.0","132.0","48739","1446","1"
"0","45.0","5.0","892.0","984.0","11384","1397","1"
"0","1.0","1.0","0.0","696.0","16097","967","1"
"0","27.0","11.0","0.0","3.0","15109","1196","1"
"1","5.0","0.0","0.0","14.0","8026","1546","1"
"0","4.0","3.0","6.0","10.0","23197","1770","1"
"1","9.0","1.0","0.0","2.0","20742","1075","1"
"0","2.0","1.0","362.0","442.0","18631","527","1"
"0","3.0","4.0","0.0","1000.0","6215","425","1"
"0","3.0","3.0","0.0","0.0","12285","213","1"
"0","2.0","0.0","0.0","3.0","8351","1358","1"
"0","4.0","1.0","1.0","3.0","15265","510","1"
"0","1.0","1.0","18.0","66.0","8184","936","1"
"0","5.0","0.0","0.0","24.0","24546","156","1"
"0","5.0","5.0","0.0","4.0","34714","1619","1"
"0","2.0","1.0","442.0","995.0","1311","33","1"
"0","5.0","0.0","487.0","1000.0","12514","1417","1"
"0","4.0","3.0","700.0","850.0","7423","712","1"
"0","21.0","7.0","2.0","4.0","16813","376","1"
"0","3.0","1.0","25.0","51.0","36148","90","1"
"1","2.0","1.0","0.0","2.0","31942","618","1"
"0","20.0","2.0","85.0","132.0","11002","1057","1"
"0","2.0","0.0","0.0","4.0","11687","140","1"
"0","19.0","7.0","854.0","997.0","10201","1451","1"
"0","1.0","0.0","0.0","998.0","19841","3068","1"
"0","2.0","1.0","35.0","38.0","14328","1577","1"
"1","3.0","1.0","0.0","4.0","40405","508","1"
"1","4.0","0.0","67.0","417.0","21083","1066","1"
"1","9.0","4.0","18.0","31.0","33658","19","1"
"0","28.0","11.0","57.0","106.0","14295","539","1"
"0","8.0","5.0","438.0","450.0","17359","878","1"
"0","1.0","0.0","0.0","1000.0","13681","1665","1"
"0","11.0","1.0","128.0","164.0","20583","370","1"
"0","2.0","0.0","584.0","970.0","14397","632","1"
"0","3.0","2.0","0.0","1.0","16584","1045","1"
"0","3.0","2.0","0.0","28.0","35106","6","1"
"0","5.0","2.0","53.0","67.0","20841","1700","1"
"0","7.0","1.0","5.0","365.0","13962","503","1"
"1","1.0","0.0","0.0","1000.0","25636","850","1"
"1","4.0","3.0","0.0","9.0","39679","86","1"
"0","6.0","2.0","1.0","6.0","33381","572","1"
"1","276.0","34.0","54.0","992.0","19414","708","1"
"0","4.0","2.0","16.0","1000.0","10377","93","1"
"0","7.0","3.0","360.0","395.0","11674","94","1"
"0","6.0","4.0","238.0","1000.0","11095","1471","1"
"0","10.0","3.0","60.0","737.0","11078","179","1"
"0","6.0","2.0","50.0","81.0","17544","550","1"
"1","6.0","2.0","161.0","1000.0","22159","262","1"
"0","8.0","1.0","45.0","850.0","15197","1185","1"
"0","6.0","2.0","7.0","10.0","50610","168","1"
"0","30.0","9.0","1.0","10.0","21723","1521","1"
"0","11.0","2.0","56.0","162.0","7136","232","1"
"1","5.0","2.0","2.0","166.0","22810","477","1"
"0","4.0","1.0","0.0","12.0","15045","1203","1"
"0","2.0","0.0","2.0","7.0","30684","515","1"
"0","2.0","0.0","97.0","199.0","9894","214","1"
"0","3.0","1.0","75.0","304.0","24255","1552","1"
"0","6.0","2.0","21.0","40.0","30837","1180","1"
"0","13.0","1.0","165.0","994.0","14910","929","1"
"0","6.0","4.0","9.0","94.0","12636","64","1"
